URN,CTSURN,LatinName,EnglishName
urn:cite:chs:work.tlg0033_chs10,urn:cts:greekLit:tlg0033.chs10,"Nemean 1","Nemean 1"
urn:cite:chs:work.tlg0033_chs19,urn:cts:greekLit:tlg0033.chs19,"Nemean 10","Nemean 10"
urn:cite:chs:work.tlg0033_chs20,urn:cts:greekLit:tlg0033.chs20,"Nemean 11","Nemean 11"
urn:cite:chs:work.tlg0033_chs11,urn:cts:greekLit:tlg0033.chs11,"Nemean 2","Nemean 2"
urn:cite:chs:work.tlg0033_chs12,urn:cts:greekLit:tlg0033.chs12,"Nemean 3","Nemean 3"
urn:cite:chs:work.tlg0033_chs13,urn:cts:greekLit:tlg0033.chs13,"Nemean 4","Nemean 4"
urn:cite:chs:work.tlg0033_chs14,urn:cts:greekLit:tlg0033.chs14,"Nemean 5","Nemean 5"
urn:cite:chs:work.tlg0033_chs15,urn:cts:greekLit:tlg0033.chs15,"Nemean 6","Nemean 6"
urn:cite:chs:work.tlg0033_chs16,urn:cts:greekLit:tlg0033.chs16,"Nemean 7","Nemean 7"
urn:cite:chs:work.tlg0033_chs17,urn:cts:greekLit:tlg0033.chs17,"Nemean 8","Nemean 8"
urn:cite:chs:work.tlg0033_chs18,urn:cts:greekLit:tlg0033.chs18,"Nemean 9","Nemean 9"
urn:cite:chs:work.tlg0033_chs33,urn:cts:greekLit:tlg0033.chs33,"Olympian 1","Olympian 1"
urn:cite:chs:work.tlg0033_chs42,urn:cts:greekLit:tlg0033.chs42,"Olympian 10","Olympian 10"
urn:cite:chs:work.tlg0033_chs43,urn:cts:greekLit:tlg0033.chs43,"Olympian 11","Olympian 11"
urn:cite:chs:work.tlg0033_chs44,urn:cts:greekLit:tlg0033.chs44,"Olympian 12","Olympian 12"
urn:cite:chs:work.tlg0033_chs45,urn:cts:greekLit:tlg0033.chs45,"Olympian 13","Olympian 13"
urn:cite:chs:work.tlg0033_chs46,urn:cts:greekLit:tlg0033.chs46,"Olympian 14","Olympian 14"
urn:cite:chs:work.tlg0033_chs34,urn:cts:greekLit:tlg0033.chs34,"Olympian 2","Olympian 2"
urn:cite:chs:work.tlg0033_chs35,urn:cts:greekLit:tlg0033.chs35,"Olympian 3","Olympian 3"
urn:cite:chs:work.tlg0033_chs36,urn:cts:greekLit:tlg0033.chs36,"Olympian 4","Olympian 4"
urn:cite:chs:work.tlg0033_chs37,urn:cts:greekLit:tlg0033.chs37,"Olympian 5","Olympian 5"
urn:cite:chs:work.tlg0033_chs38,urn:cts:greekLit:tlg0033.chs38,"Olympian 6","Olympian 6"
urn:cite:chs:work.tlg0033_chs39,urn:cts:greekLit:tlg0033.chs39,"Olympian 7","Olympian 7"
urn:cite:chs:work.tlg0033_chs40,urn:cts:greekLit:tlg0033.chs40,"Olympian 8","Olympian 8"
urn:cite:chs:work.tlg0033_chs41,urn:cts:greekLit:tlg0033.chs41,"Olympian 9","Olympian 9"
urn:cite:chs:work.tlg0033_chs21,urn:cts:greekLit:tlg0033.chs21,"Pythian 1","Pythian 1"
urn:cite:chs:work.tlg0033_chs30,urn:cts:greekLit:tlg0033.chs30,"Pythian 10","Pythian 10"
urn:cite:chs:work.tlg0033_chs31,urn:cts:greekLit:tlg0033.chs31,"Pythian 11","Pythian 11"
urn:cite:chs:work.tlg0033_chs32,urn:cts:greekLit:tlg0033.chs32,"Pythian 12","Pythian 12"
urn:cite:chs:work.tlg0033_chs22,urn:cts:greekLit:tlg0033.chs22,"Pythian 2","Pythian 2"
urn:cite:chs:work.tlg0033_chs23,urn:cts:greekLit:tlg0033.chs23,"Pythian 3","Pythian 3"
urn:cite:chs:work.tlg0033_chs24,urn:cts:greekLit:tlg0033.chs24,"Pythian 4","Pythian 4"
urn:cite:chs:work.tlg0033_chs25,urn:cts:greekLit:tlg0033.chs25,"Pythian 5","Pythian 5"
urn:cite:chs:work.tlg0033_chs26,urn:cts:greekLit:tlg0033.chs26,"Pythian 6","Pythian 6"
urn:cite:chs:work.tlg0033_chs27,urn:cts:greekLit:tlg0033.chs27,"Pythian 7","Pythian 7"
urn:cite:chs:work.tlg0033_chs28,urn:cts:greekLit:tlg0033.chs28,"Pythian 8","Pythian 8"
urn:cite:chs:work.tlg0033_chs29,urn:cts:greekLit:tlg0033.chs29,"Pythian 9","Pythian 9"
urn:cite:chs:work.tlg0034_tlg001,urn:cts:greekLit:tlg0034.tlg001,"Oratio In Leocratem","Against Leocrates"
urn:cite:chs:work.tlg0035_tlg003,urn:cts:greekLit:tlg0035.tlg003,"Epitaphius Bionis","Epitaph on Bion"
urn:cite:chs:work.tlg0035_tlg001,urn:cts:greekLit:tlg0035.tlg001,"Eros Drapeta","Runaway Love"
urn:cite:chs:work.tlg0035_tlg002,urn:cts:greekLit:tlg0035.tlg002,Europa,Europa
urn:cite:chs:work.tlg0035_tlg004,urn:cts:greekLit:tlg0035.tlg004,Megara,Megara
urn:cite:chs:work.tlg0036_tlg001,urn:cts:greekLit:tlg0036.tlg001,"Epitaphius Adonis","Epitaph on Adonis"
urn:cite:chs:work.tlg0036_tlg002,urn:cts:greekLit:tlg0036.tlg002,"Epithalamium Achillis Et Deidameiae","Epithalamius of Achilles and Deidameia"
urn:cite:chs:work.tlg0039_tlg001,urn:cts:greekLit:tlg0039.tlg001,Epistula,Letter
urn:cite:chs:work.tlg0053_tlg001,urn:cts:greekLit:tlg0053.tlg001,Epistulae,"Epistles of Phalaris"
urn:cite:chs:work.tlg0057_tlg067,urn:cts:greekLit:tlg0057.tlg067,"Ad Glauconem De Medendi Methodo Libri II","To Glanco, about the Art of Healing"
urn:cite:chs:work.tlg0057_tlg001,urn:cts:greekLit:tlg0057.tlg001,"Adhortatio Ad Artes Addiscendas","Exhortation to the Study of the Arts"
urn:cite:chs:work.tlg0057_tlg049,urn:cts:greekLit:tlg0057.tlg049,"Adversus Eos Qui De Typis Scripserunt Vel De Circuitibus","Against Thoes Who Wrote About Types of Diseases"
urn:cite:chs:work.tlg0057_tlg093,urn:cts:greekLit:tlg0057.tlg093,"Adversus Lycum Libellus","Against Lycus"
urn:cite:chs:work.tlg0057_tlg023,urn:cts:greekLit:tlg0057.tlg023,"An In Arteriis Natura Sanguis Contineatur","Whether the Arteries Contain Blood"
urn:cite:chs:work.tlg0057_tlg007,urn:cts:greekLit:tlg0057.tlg007,"Ars Medica","On the Art of Medicine"
urn:cite:chs:work.tlg0057_tlg037,urn:cts:greekLit:tlg0057.tlg037,"De Alimentorum Facultatibus Libri III","On the Powers of Foods"
urn:cite:chs:work.tlg0057_tlg011,urn:cts:greekLit:tlg0057.tlg011,"De Anatomicis Administrationibus Libri IX","On Anatomical Procedures"
urn:cite:chs:work.tlg0057_tlg078,urn:cts:greekLit:tlg0057.tlg078,"De Antidotis Libri II","On Antidotes"
urn:cite:chs:work.tlg0057_tlg030,urn:cts:greekLit:tlg0057.tlg030,"De Atra Bile","On Black Bile"
urn:cite:chs:work.tlg0057_tlg025,urn:cts:greekLit:tlg0057.tlg025,"De Bono Habitu Liber","On Good Body Condition"
urn:cite:chs:work.tlg0057_tlg042,urn:cts:greekLit:tlg0057.tlg042,"De Causis Morborum Liber","On the Causes of Disease"
urn:cite:chs:work.tlg0057_tlg061,urn:cts:greekLit:tlg0057.tlg061,"De Causis Pulsuum Libri IV","On the Causes of the Pulse"
urn:cite:chs:work.tlg0057_tlg114,urn:cts:greekLit:tlg0057.tlg114,"De Causis Respirationis","On the Causes of Respiration"
urn:cite:chs:work.tlg0057_tlg052,urn:cts:greekLit:tlg0057.tlg052,"De Comate Secundum Hippocratem Liber","On Coma According to Hippocrates"
urn:cite:chs:work.tlg0057_tlg077,urn:cts:greekLit:tlg0057.tlg077,"De Compositione Medicamentorum Per Genera Libri VII","On the Composition of Drugs According to Kind"
urn:cite:chs:work.tlg0057_tlg076,urn:cts:greekLit:tlg0057.tlg076,"De Compositione Medicamentorum Secundum Locos Libri X","On the Compostion of Medical Compounds According to Place"
urn:cite:chs:work.tlg0057_tlg006,urn:cts:greekLit:tlg0057.tlg006,"De Constitutione Artis Medicae Ad Patrophilum","On the Art of Medicine to Partophilus"
urn:cite:chs:work.tlg0057_tlg103,urn:cts:greekLit:tlg0057.tlg103,"De Consuetudinibus","On Body's Habit"
urn:cite:chs:work.tlg0057_tlg064,urn:cts:greekLit:tlg0057.tlg064,"De Crisibus Libri III","On Crises"
urn:cite:chs:work.tlg0057_tlg070,urn:cts:greekLit:tlg0057.tlg070,"De Curandi Ratione Per Venae Sectionem","On the Treatment of Venesection"
urn:cite:chs:work.tlg0057_tlg065,urn:cts:greekLit:tlg0057.tlg065,"De Diebus Decretoriis Libri III","On Days"
urn:cite:chs:work.tlg0057_tlg059,urn:cts:greekLit:tlg0057.tlg059,"De Differentia Pulsuum Libri IV","On the Differences of the Pulses"
urn:cite:chs:work.tlg0057_tlg045,urn:cts:greekLit:tlg0057.tlg045,"De Differentiis Febrium Libri II","On the Differences of Fevers"
urn:cite:chs:work.tlg0057_tlg056,urn:cts:greekLit:tlg0057.tlg056,"De Difficultate Respirationis Libri III","On the Difficulty of Respiration"
urn:cite:chs:work.tlg0057_tlg060,urn:cts:greekLit:tlg0057.tlg060,"De Dignoscendis Pulsibus Libri IV","On the Knoweldge of the Pulse"
urn:cite:chs:work.tlg0057_tlg040,urn:cts:greekLit:tlg0057.tlg040,"De Dignotione Ex Insomniis","On Diagnoses from Dreams"
urn:cite:chs:work.tlg0057_tlg008,urn:cts:greekLit:tlg0057.tlg008,"De Elementis Ex Hippocrate Libri II","On the Elements according to Hippocrates"
urn:cite:chs:work.tlg0057_tlg107,urn:cts:greekLit:tlg0057.tlg107,"De Experientia Medica","On Medical Experience"
urn:cite:chs:work.tlg0057_tlg022,urn:cts:greekLit:tlg0057.tlg022,"De Foetuum Formatione Libellus","On the Formation of the Fetus"
urn:cite:chs:work.tlg0057_tlg096,urn:cts:greekLit:tlg0057.tlg096,"De Humero Iis Modis Prolapso Quos Hippocrates Non Vidit","On the Dislocation of the Humerus in Ways Which Hippocrates Did Not See"
urn:cite:chs:work.tlg0057_tlg055,urn:cts:greekLit:tlg0057.tlg055,"De Inaequali Intemperie Liber","On Various Unordered Conditions"
urn:cite:chs:work.tlg0057_tlg015,urn:cts:greekLit:tlg0057.tlg015,"De Instrumento Odoratus","Ont the Organ of Smell"
urn:cite:chs:work.tlg0057_tlg104,urn:cts:greekLit:tlg0057.tlg104,"De Libris Propriis Liber","On My [His] Own Books"
urn:cite:chs:work.tlg0057_tlg057,urn:cts:greekLit:tlg0057.tlg057,"De Locis Affectis Libri VI","On Affected Parts"
urn:cite:chs:work.tlg0057_tlg053,urn:cts:greekLit:tlg0057.tlg053,"De Marcore Liber","On Atrophy"
urn:cite:chs:work.tlg0057_tlg066,urn:cts:greekLit:tlg0057.tlg066,"De Methodo Medendi Libri XIV","On the Art of Healing"
urn:cite:chs:work.tlg0057_tlg041,urn:cts:greekLit:tlg0057.tlg041,"De Morborum Differentiis","On the Differences in Diseases"
urn:cite:chs:work.tlg0057_tlg046,urn:cts:greekLit:tlg0057.tlg046,"De Morborum Temporibus Liber","On Opportune Moments in Diseases"
urn:cite:chs:work.tlg0057_tlg018,urn:cts:greekLit:tlg0057.tlg018,"De Motu Musculorum Libri II","On the Movement of Muscles"
urn:cite:chs:work.tlg0057_tlg102,urn:cts:greekLit:tlg0057.tlg102,"De Musculorum Dissectione Ad Tirones","On the Anatomy of Muscles for Beginners"
urn:cite:chs:work.tlg0057_tlg010,urn:cts:greekLit:tlg0057.tlg010,"De Naturalibus Facultatibus","On the Natural Faculties"
urn:cite:chs:work.tlg0057_tlg014,urn:cts:greekLit:tlg0057.tlg014,"De Nervorum Dissectione","On the Anatomy of thr Nerves"
urn:cite:chs:work.tlg0057_tlg024,urn:cts:greekLit:tlg0057.tlg024,"De Optima Corporis Nostri Constitutione","On the Best Constitution of Our Body"
urn:cite:chs:work.tlg0057_tlg002,urn:cts:greekLit:tlg0057.tlg002,"De Optima Doctrina","On the Best Doctrine"
urn:cite:chs:work.tlg0057_tlg105,urn:cts:greekLit:tlg0057.tlg105,"De Ordine Librorum Suorum Ad Eugenianum","On the Order of His Own Books to Eugenianus"
urn:cite:chs:work.tlg0057_tlg012,urn:cts:greekLit:tlg0057.tlg012,"De Ossibus Ad Tirones","On Bones for Beginners"
urn:cite:chs:work.tlg0057_tlg034,urn:cts:greekLit:tlg0057.tlg034,"De Parvae Pilae Exercitio","On Practice with a Small Ball"
urn:cite:chs:work.tlg0057_tlg032,urn:cts:greekLit:tlg0057.tlg032,"De Placitis Hippocratis Et Platonis","On the Doctrines of Hippocrates and Plato"
urn:cite:chs:work.tlg0057_tlg050,urn:cts:greekLit:tlg0057.tlg050,"De Plenitudine Liber","On Fullness"
urn:cite:chs:work.tlg0057_tlg083,urn:cts:greekLit:tlg0057.tlg083,"De Praenotione Ad Posthumum (Epigenem)","To Posthumus, On Prognosis"
urn:cite:chs:work.tlg0057_tlg062,urn:cts:greekLit:tlg0057.tlg062,"De Praesagitione Ex Pulsibus Libri IV","On Prognosis from the Pulse"
urn:cite:chs:work.tlg0057_tlg026,urn:cts:greekLit:tlg0057.tlg026,"De Propriis Placitis Fragmenta Inedita","On My [His] Own Opinions"
urn:cite:chs:work.tlg0057_tlg028,urn:cts:greekLit:tlg0057.tlg028,"De Propriorum Animi Cuiuslibet Affectuum Dignotione Et Curatione","The Passions of the Soul"
urn:cite:chs:work.tlg0057_tlg039,urn:cts:greekLit:tlg0057.tlg039,"De Ptisana","On Barley-Water"
urn:cite:chs:work.tlg0057_tlg058,urn:cts:greekLit:tlg0057.tlg058,"De Pulsibus Libellus Ad Tirones","On Pulses for Beginniers"
urn:cite:chs:work.tlg0057_tlg072,urn:cts:greekLit:tlg0057.tlg072,"De Purgantium Medicamentorum Facultate","On the Power of Cleansing Drugs"
urn:cite:chs:work.tlg0057_tlg038,urn:cts:greekLit:tlg0057.tlg038,"De Rebus Boni Malique Suci","On Good and Bad Humors"
urn:cite:chs:work.tlg0057_tlg036,urn:cts:greekLit:tlg0057.tlg036,"De Sanitate Tuenda Libri VI","On the Preservation of Health"
urn:cite:chs:work.tlg0057_tlg004,urn:cts:greekLit:tlg0057.tlg004,"De Sectis Ad Eos Qui Introducuntur","On Sects"
urn:cite:chs:work.tlg0057_tlg021,urn:cts:greekLit:tlg0057.tlg021,"De Semine Libri II","On Semen"
urn:cite:chs:work.tlg0057_tlg080,urn:cts:greekLit:tlg0057.tlg080,"De Septimestri Partu","On the Seven Month Fetus"
urn:cite:chs:work.tlg0057_tlg075,urn:cts:greekLit:tlg0057.tlg075,"De Simplicium Medicamentorum Temperamentis Ac Facultatibus Libri XI","On the Powers of Simple Remedies"
urn:cite:chs:work.tlg0057_tlg082,urn:cts:greekLit:tlg0057.tlg082,"De Sophismatis Seu Captionibus Penes Dictionem","On Sophistry or Deception in Speaking"
urn:cite:chs:work.tlg0057_tlg044,urn:cts:greekLit:tlg0057.tlg044,"De Symptomatum Causis Libri III","On the Causes of Symptoms"
urn:cite:chs:work.tlg0057_tlg043,urn:cts:greekLit:tlg0057.tlg043,"De Symptomatum Differentiis Liber","On the Differences of Symptoms"
urn:cite:chs:work.tlg0057_tlg009,urn:cts:greekLit:tlg0057.tlg009,"De Temperamentis Libri III","On Temperaments"
urn:cite:chs:work.tlg0057_tlg079,urn:cts:greekLit:tlg0057.tlg079,"De Theriaca Ad Pisonem","On the Theriac to Piso"
urn:cite:chs:work.tlg0057_tlg047,urn:cts:greekLit:tlg0057.tlg047,"De Totius Morbi Temporibus Liber","On the Stages of the Entire Disease"
urn:cite:chs:work.tlg0057_tlg051,urn:cts:greekLit:tlg0057.tlg051,"De Tremore, Palpitatione, Convulsione Et Rigore Liber","On Tremor, Palpitation, Convulsion, and Rigidity"
urn:cite:chs:work.tlg0057_tlg054,urn:cts:greekLit:tlg0057.tlg054,"De Tumoribus Praeter Naturam","On Abnormal Swellings"
urn:cite:chs:work.tlg0057_tlg048,urn:cts:greekLit:tlg0057.tlg048,"De Typis Liber","On Types of Diseases"
urn:cite:chs:work.tlg0057_tlg017,urn:cts:greekLit:tlg0057.tlg017,"De Usu Partium","On the Use of Parts"
urn:cite:chs:work.tlg0057_tlg031,urn:cts:greekLit:tlg0057.tlg031,"De Usu Pulsuum","On the Use of the Pulse"
urn:cite:chs:work.tlg0057_tlg016,urn:cts:greekLit:tlg0057.tlg016,"De Uteri Dissectione","On the Anatomy of the Uterus"
urn:cite:chs:work.tlg0057_tlg020,urn:cts:greekLit:tlg0057.tlg020,"De Utilitate Respirationis Liber","On the Usefulness of Respiration"
urn:cite:chs:work.tlg0057_tlg069,urn:cts:greekLit:tlg0057.tlg069,"De Venae Sectione Adversus Erasistrateos Romae Degentes","On Venesetion Against the Erasistrateans of Rome"
urn:cite:chs:work.tlg0057_tlg068,urn:cts:greekLit:tlg0057.tlg068,"De Venae Sectione Adversus Erasistratum","On Venesection Against Erasistratus"
urn:cite:chs:work.tlg0057_tlg013,urn:cts:greekLit:tlg0057.tlg013,"De Venarum Arteriarumque Dissectione","On the Anatomy of the Veins and Arteries"
urn:cite:chs:work.tlg0057_tlg019,urn:cts:greekLit:tlg0057.tlg019,"De Victu Attenuante","On the Thinning Diet"
urn:cite:chs:work.tlg0057_tlg029,urn:cts:greekLit:tlg0057.tlg029,"De animi cuiuslibet peccatorum dignotione et curatione (= De animi cuiuslibet peccatorum dignotione et medela)","On the Diognosis and Treatment of the Errors of the Mind"
urn:cite:chs:work.tlg0057_tlg071,urn:cts:greekLit:tlg0057.tlg071,"De hirundinibus, revulsione, cucurbitula, incisione et scarificatione","About Swallows, Revulsion, Cupping-glass, Incision, and Scarification"
urn:cite:chs:work.tlg0057_tlg084,urn:cts:greekLit:tlg0057.tlg084,"De substantia facultatum naturalium fragmentum (= De propriis placitis fragmentum)","Fragment on the Essence of Natural Properties"
urn:cite:chs:work.tlg0057_tlg092,urn:cts:greekLit:tlg0057.tlg092,"In Hippocratis Aphorismos Commentarii VII","Commentary on Hippocrates' 'Aphorisms'"
urn:cite:chs:work.tlg0057_tlg085,urn:cts:greekLit:tlg0057.tlg085,"In Hippocratis De Natura Hominis Librum Commentarii III","Commnetray on Hippocrates' 'On the Nature of Man'"
urn:cite:chs:work.tlg0057_tlg087,urn:cts:greekLit:tlg0057.tlg087,"In Hippocratis De Victu Acutorum Commentaria IV","Commnetray on Hippocrates' 'On the Thinning Diet'"
urn:cite:chs:work.tlg0057_tlg095,urn:cts:greekLit:tlg0057.tlg095,"In Hippocratis Librum De Articulis Et Galeni In Eum Commentarii IV","Commnetray on Hippocrates' 'On Joints'"
urn:cite:chs:work.tlg0057_tlg100,urn:cts:greekLit:tlg0057.tlg100,"In Hippocratis Librum De Fracturis Commentarii III","Commnetray on Hippocrates' 'On Fractures'"
urn:cite:chs:work.tlg0057_tlg101,urn:cts:greekLit:tlg0057.tlg101,"In Hippocratis Librum De Officina Medici Commentarii III","Commnetray on Hippocrates' 'In the Surgery'"
urn:cite:chs:work.tlg0057_tlg090,urn:cts:greekLit:tlg0057.tlg090,"In Hippocratis Librum Iii Epidemiarum Commentarii III","Commnetray on Hippocrates' 'Epidemics III'"
urn:cite:chs:work.tlg0057_tlg089,urn:cts:greekLit:tlg0057.tlg089,"In Hippocratis Librum Primum Epidemiarum Commentarii III","Commnetray on Hippocrates' 'Epidemics I'"
urn:cite:chs:work.tlg0057_tlg091,urn:cts:greekLit:tlg0057.tlg091,"In Hippocratis Librum VI Epidemiarum Commentarii VI","Commnetray on Hippocrates' 'Epidemics VI'"
urn:cite:chs:work.tlg0057_tlg099,urn:cts:greekLit:tlg0057.tlg099,"In Hippocratis Prognosticum Commentaria III","Commnetray on Hippocrates' 'The Prognostics'"
urn:cite:chs:work.tlg0057_tlg088,urn:cts:greekLit:tlg0057.tlg088,"In Hippocratis Prorrheticum I Commentaria III","Commnetray on Hippocrates' 'Prorrhetics'"
urn:cite:chs:work.tlg0057_tlg086,urn:cts:greekLit:tlg0057.tlg086,"In Hippocratis Vel Polybi Opus De Salubri Victus Ratione Privatorum","Commnetray on Hippocrates' or Polybus' 'On the Sound Diet of Private Individuals'"
urn:cite:chs:work.tlg0057_tlg097,urn:cts:greekLit:tlg0057.tlg097,"In Platonis Timaeum commentarii fragmenta (e cod. Scorial. Φ III 11 [230 Revilla])","Commentary on Plato's 'Timaeus'"
urn:cite:chs:work.tlg0057_tlg081,urn:cts:greekLit:tlg0057.tlg081,"Institutio Logica","Institutes of Logic"
urn:cite:chs:work.tlg0057_tlg106,urn:cts:greekLit:tlg0057.tlg106,"Linguarum Seu Dictionum Exoletarum Hippocratis Explicatio","Explanation of Hippocraties' Obsolete Expressions"
urn:cite:chs:work.tlg0057_tlg074,urn:cts:greekLit:tlg0057.tlg074,"Pro Puero Epileptico Consilium","Advice to an Epileptic Child"
urn:cite:chs:work.tlg0057_tlg027,urn:cts:greekLit:tlg0057.tlg027,"Quod Animi Mores Corporis Temperamenta Sequantur","That the Qualities of the Mind Depend on the Temperament of the Body"
urn:cite:chs:work.tlg0057_tlg003,urn:cts:greekLit:tlg0057.tlg003,"Quod Optimus Medicus Sit Quoque Philosophus","Why the Best Doctor is also a Philosopher"
urn:cite:chs:work.tlg0057_tlg111,urn:cts:greekLit:tlg0057.tlg111,"Quod Qualitates Incorporeae Sint","About Incorporeal Qualities"
urn:cite:chs:work.tlg0057_tlg115,urn:cts:greekLit:tlg0057.tlg115,"Quomodo Morborum Simulantes Sint Deprehendendi","How to Detect Malingerers"
urn:cite:chs:work.tlg0057_tlg063,urn:cts:greekLit:tlg0057.tlg063,"Synopsis Librorum Suorum De Pulsibus","Synopsis of the Books on the Pulse"
urn:cite:chs:work.tlg0057_tlg033,urn:cts:greekLit:tlg0057.tlg033,"Thrasybulus Sive Utrum Medicinae Sit An Gymnasticae Hygieine","To Thrasybulus, Whether Hygine is Part of Medicine or Gymnastics"
urn:cite:chs:work.tlg0058_tlg001,urn:cts:greekLit:tlg0058.tlg001,Poliorcetica,Siegecraft
urn:cite:chs:work.tlg0059_tlg013,urn:cts:greekLit:tlg0059.tlg013,"Alcibiades I","Alcibiades I"
urn:cite:chs:work.tlg0059_tlg014,urn:cts:greekLit:tlg0059.tlg014,"Alcibiades II","Alcibiades II"
urn:cite:chs:work.tlg0059_tlg016,urn:cts:greekLit:tlg0059.tlg016,Amatores,Lovers
urn:cite:chs:work.tlg0059_tlg002,urn:cts:greekLit:tlg0059.tlg002,"Apologia Socratis",Apology
urn:cite:chs:work.tlg0059_tlg018,urn:cts:greekLit:tlg0059.tlg018,Charmides,Charmides
urn:cite:chs:work.tlg0059_tlg029,urn:cts:greekLit:tlg0059.tlg029,Clitophon,Cleitophon
urn:cite:chs:work.tlg0059_tlg005,urn:cts:greekLit:tlg0059.tlg005,Cratylus,Cratylus
urn:cite:chs:work.tlg0059_tlg032,urn:cts:greekLit:tlg0059.tlg032,Critias,Critias
urn:cite:chs:work.tlg0059_tlg003,urn:cts:greekLit:tlg0059.tlg003,Crito,Crito
urn:cite:chs:work.tlg0059_tlg037,urn:cts:greekLit:tlg0059.tlg037,Definitiones,Definitions
urn:cite:chs:work.tlg0059_tlg035,urn:cts:greekLit:tlg0059.tlg035,Epinomis,Epinomis
urn:cite:chs:work.tlg0059_tlg036,urn:cts:greekLit:tlg0059.tlg036,Epistulae,Epistles
urn:cite:chs:work.tlg0059_tlg021,urn:cts:greekLit:tlg0059.tlg021,Euthydemus,Euthydemus
urn:cite:chs:work.tlg0059_tlg001,urn:cts:greekLit:tlg0059.tlg001,Euthyphro,Euthyphro
urn:cite:chs:work.tlg0059_tlg023,urn:cts:greekLit:tlg0059.tlg023,Gorgias,Gorgias
urn:cite:chs:work.tlg0059_tlg015,urn:cts:greekLit:tlg0059.tlg015,Hipparchus,Hipparchus
urn:cite:chs:work.tlg0059_tlg025,urn:cts:greekLit:tlg0059.tlg025,"Hippias Major","Hippias Major"
urn:cite:chs:work.tlg0059_tlg026,urn:cts:greekLit:tlg0059.tlg026,"Hippias Minor","Hippias Minor"
urn:cite:chs:work.tlg0059_tlg027,urn:cts:greekLit:tlg0059.tlg027,Ion,Ion
urn:cite:chs:work.tlg0059_tlg019,urn:cts:greekLit:tlg0059.tlg019,Laches,Laches
urn:cite:chs:work.tlg0059_tlg034,urn:cts:greekLit:tlg0059.tlg034,Leges,Laws
urn:cite:chs:work.tlg0059_tlg020,urn:cts:greekLit:tlg0059.tlg020,Lysis,Lysis
urn:cite:chs:work.tlg0059_tlg028,urn:cts:greekLit:tlg0059.tlg028,Menexenus,Menexenus
urn:cite:chs:work.tlg0059_tlg024,urn:cts:greekLit:tlg0059.tlg024,Meno,Meno
urn:cite:chs:work.tlg0059_tlg033,urn:cts:greekLit:tlg0059.tlg033,Minos,Minos
urn:cite:chs:work.tlg0059_tlg009,urn:cts:greekLit:tlg0059.tlg009,Parmenides,Parmenides
urn:cite:chs:work.tlg0059_tlg004,urn:cts:greekLit:tlg0059.tlg004,Phaedo,Phaedo
urn:cite:chs:work.tlg0059_tlg012,urn:cts:greekLit:tlg0059.tlg012,Phaedrus,Phaedrus
urn:cite:chs:work.tlg0059_tlg010,urn:cts:greekLit:tlg0059.tlg010,Philebus,Philebus
urn:cite:chs:work.tlg0059_tlg008,urn:cts:greekLit:tlg0059.tlg008,Politicus,Statesman
urn:cite:chs:work.tlg0059_tlg022,urn:cts:greekLit:tlg0059.tlg022,Protagoras,Protagoras
urn:cite:chs:work.tlg0059_tlg030,urn:cts:greekLit:tlg0059.tlg030,Respublica,Republic
urn:cite:chs:work.tlg0059_tlg007,urn:cts:greekLit:tlg0059.tlg007,Sophista,Sophist
urn:cite:chs:work.tlg0059_tlg038,urn:cts:greekLit:tlg0059.tlg038,Spuria,"Spurious Works"
urn:cite:chs:work.tlg0059_tlg011,urn:cts:greekLit:tlg0059.tlg011,Symposium,Symposium
urn:cite:chs:work.tlg0059_tlg006,urn:cts:greekLit:tlg0059.tlg006,Theaetetus,Theaetetus
urn:cite:chs:work.tlg0059_tlg017,urn:cts:greekLit:tlg0059.tlg017,Theages,Theages
urn:cite:chs:work.tlg0059_tlg031,urn:cts:greekLit:tlg0059.tlg031,Timaeus,Timaeus
urn:cite:chs:work.tlg0060_tlg001,urn:cts:greekLit:tlg0060.tlg001,"Bibliotheca Historica","Historical Library"
urn:cite:chs:work.tlg0062_tlg052,urn:cts:greekLit:tlg0062.tlg052,Abdicatus,Disowned
urn:cite:chs:work.tlg0062_tlg028,urn:cts:greekLit:tlg0062.tlg028,"Adversus Indoctum Et Libros Multos Ementem","The Ignorant Book-Collector"
urn:cite:chs:work.tlg0062_tlg038,urn:cts:greekLit:tlg0062.tlg038,Alexander,"Alexander the False Prophet"
urn:cite:chs:work.tlg0062_tlg034,urn:cts:greekLit:tlg0062.tlg034,Anacharsis,Athletics
urn:cite:chs:work.tlg0062_tlg059,urn:cts:greekLit:tlg0062.tlg059,Apologia,Apology
urn:cite:chs:work.tlg0062_tlg003,urn:cts:greekLit:tlg0062.tlg003,Bacchus,Dionysus
urn:cite:chs:work.tlg0062_tlg026,urn:cts:greekLit:tlg0062.tlg026,"Bis Accusatus Sive Tribunalia","The Double Indictment or Trials by Jury"
urn:cite:chs:work.tlg0062_tlg013,urn:cts:greekLit:tlg0062.tlg013,"Calumniae Non Temere Credendum",Slander
urn:cite:chs:work.tlg0062_tlg016,urn:cts:greekLit:tlg0062.tlg016,Cataplus,"The Downward Journey"
urn:cite:chs:work.tlg0062_tlg023,urn:cts:greekLit:tlg0062.tlg023,"Charon Sive Contemplantes","Charon or The Inspectors"
urn:cite:chs:work.tlg0062_tlg048,urn:cts:greekLit:tlg0062.tlg048,"De Astrologia",Astrology
