URN,CTSURN,LatinName,EnglishName
urn:cite:chs:work.tlg1600_tlg001,urn:cts:greekLit:tlg1600.tlg001,Imagines,Pictures
urn:cite:chs:work.tlg1605_tlg001,urn:cts:greekLit:tlg1605.tlg001,Sententiae,"The Sentences of Pseudo-Phocylides"
urn:cite:chs:work.tlg1608_tlg001,urn:cts:greekLit:tlg1608.tlg001,"Praeparatio Sophistica (Epitome)","Sophistic Preperations"
urn:cite:chs:work.tlg1617_tlg001,urn:cts:greekLit:tlg1617.tlg001,Declamationes,Speeches
urn:cite:chs:work.tlg1622_tlg001,urn:cts:greekLit:tlg1622.tlg001,"Epistula Ad Philippenses","Letter to the Philippians"
urn:cite:chs:work.tlg1637_tlg001,urn:cts:greekLit:tlg1637.tlg001,"Protevangelium Jacobi","Infancy Gospel of James"
urn:cite:chs:work.tlg1666_tlg001,urn:cts:greekLit:tlg1666.tlg001,"Sententiae Sexti","The Sentences of Sextus"
urn:cite:chs:work.tlg1692_tlg002,urn:cts:greekLit:tlg1692.tlg002,"Epistula Ad Philippum Regem","Letter to King Philip"
urn:cite:chs:work.tlg1692_tlg001,urn:cts:greekLit:tlg1692.tlg001,Epistulae,Letters
urn:cite:chs:work.tlg1700_tlg001,urn:cts:greekLit:tlg1700.tlg001,"Testamenta XII Patriarcharum","The Testaments of the Twelve Patriarchs"
urn:cite:chs:work.tlg1702_tlg001,urn:cts:greekLit:tlg1702.tlg001,"Testamentum Jobi","The Testament of Job"
urn:cite:chs:work.tlg1719_tlg003,urn:cts:greekLit:tlg1719.tlg003,"De Diebus Et Noctibus","On Days and Nights"
urn:cite:chs:work.tlg1719_tlg002,urn:cts:greekLit:tlg1719.tlg002,"De Habitationibus","On Habitations"
urn:cite:chs:work.tlg1719_tlg001,urn:cts:greekLit:tlg1719.tlg001,Sphaerica,Sphaerics
urn:cite:chs:work.tlg1724_tlg001,urn:cts:greekLit:tlg1724.tlg001,"De Utilitate Mathematicae","Aspects of Mathematics Useful for the Reading of Plato"
urn:cite:chs:work.tlg1725_tlg001,urn:cts:greekLit:tlg1725.tlg001,"Ad Autolycum","To Autolycus"
urn:cite:chs:work.tlg1747_tlg001,urn:cts:greekLit:tlg1747.tlg001,"Vita Adam Et Evae (Sub Titulo Apocalypsis Mosis)","The Life of Adam and Eve"
urn:cite:chs:work.tlg1760_tlg001,urn:cts:greekLit:tlg1760.tlg001,"Περὶ βλασφημιῶν καὶ πόθεν ἑκάστη","Greek Terms of Abuse"
urn:cite:chs:work.tlg1760_tlg002,urn:cts:greekLit:tlg1760.tlg002,"Περὶ τῶν παρ' Ἕλλησι παιδιῶν","Greek Games"
urn:cite:chs:work.tlg1763_tlg001,urn:cts:greekLit:tlg1763.tlg001,"De Tropis (Olim Sub Auctore Gregorio Corinthio)","On Tropes"
urn:cite:chs:work.tlg1764_tlg001,urn:cts:greekLit:tlg1764.tlg001,"Anthologiarum Libri IX","Anthology, Book 9"
urn:cite:chs:work.tlg1766_tlg001,urn:cts:greekLit:tlg1766.tlg001,"Oratio Ad Graecos","Oration to the Greeks"
urn:cite:chs:work.tlg1772_tlg001,urn:cts:greekLit:tlg1772.tlg001,"Paraleipomena Jeremiou","The Omissions of Jeremiah"
urn:cite:chs:work.tlg1799_tlg011,urn:cts:greekLit:tlg1799.tlg011,"Catoptrica (Recensio Theonis?)",Catoptrics
urn:cite:chs:work.tlg1799_tlg007,urn:cts:greekLit:tlg1799.tlg007,Data,Data
urn:cite:chs:work.tlg1799_tlg008,urn:cts:greekLit:tlg1799.tlg008,"Data (Demonstrationes Alterae)","Data (Other Demonstrations)"
urn:cite:chs:work.tlg1799_tlg001,urn:cts:greekLit:tlg1799.tlg001,Elementa,Elements
urn:cite:chs:work.tlg1799_tlg002,urn:cts:greekLit:tlg1799.tlg002,"Elementa (Demonstrationes Alterae, Lib. 1- 3)","Elements (Other Demonstrations, books 1-3)"
urn:cite:chs:work.tlg1799_tlg004,urn:cts:greekLit:tlg1799.tlg004,"Elementa (Demonstrationes Alterae, Lib. 10)","Elements (Other Demonstrations, book 10)"
urn:cite:chs:work.tlg1799_tlg005,urn:cts:greekLit:tlg1799.tlg005,"Elementa (Demonstrationes Alterae, Lib. 11- 13)","Elements (Other Demonstrations, books 11-13)"
urn:cite:chs:work.tlg1799_tlg003,urn:cts:greekLit:tlg1799.tlg003,"Elementa (Demonstrationes Alterae, Lib. 5- 9)","Elements (Other Demonstrations, books 5-9)"
urn:cite:chs:work.tlg1799_tlg006,urn:cts:greekLit:tlg1799.tlg006,"Elementa (Recensio Altera, Lib. 11.36- 12.17)","Elements (Other Recensions, books 11.36- 12.17)"
urn:cite:chs:work.tlg1799_tlg009,urn:cts:greekLit:tlg1799.tlg009,Optica,Optics
urn:cite:chs:work.tlg1799_tlg010,urn:cts:greekLit:tlg1799.tlg010,"Opticorum Recensio Theonis","Recension of Optics by Theon"
urn:cite:chs:work.tlg1799_tlg012,urn:cts:greekLit:tlg1799.tlg012,Phaenomena,Phaenomena
urn:cite:chs:work.tlg1799_tlg014,urn:cts:greekLit:tlg1799.tlg014,"Phaenomena (Demonstrationes Alterae Recensionis B)","Phaenomena (Other Demonstrations of Recension B)"
urn:cite:chs:work.tlg1799_tlg013,urn:cts:greekLit:tlg1799.tlg013,"Phaenomena (Recensio B)","Phaenomena (Recension B)"
urn:cite:chs:work.tlg1799_tlg015,urn:cts:greekLit:tlg1799.tlg015,"Sectio Canonis","Section of the Canon"
urn:cite:chs:work.tlg2000_tlg001,urn:cts:greekLit:tlg2000.tlg001,Enneades,Enneads
urn:cite:chs:work.tlg2002_tlg001,urn:cts:greekLit:tlg2002.tlg001,"Ars Rhetorica (Olim Sub Nomine Cornuti)","The Art of Rhetoric (Once under the name Cornutus)"
urn:cite:chs:work.tlg2027_tlg001,urn:cts:greekLit:tlg2027.tlg001,"Ars Rhetorica","Art of Rhetoric"
urn:cite:chs:work.tlg2027_tlg002,urn:cts:greekLit:tlg2027.tlg002,"Περὶ τῶν ἐσχηματισμένων προβλημάτων","On Figured Problems"
urn:cite:chs:work.tlg2034_tlg005,urn:cts:greekLit:tlg2034.tlg005,"Ad Marcellam","Letter to Marcella"
urn:cite:chs:work.tlg2034_tlg003,urn:cts:greekLit:tlg2034.tlg003,"De Abstinentia","On Abstinence"
urn:cite:chs:work.tlg2034_tlg004,urn:cts:greekLit:tlg2034.tlg004,"De Antro Nympharum","On The Cave of the Nymphs"
urn:cite:chs:work.tlg2034_tlg011,urn:cts:greekLit:tlg2034.tlg011,"De Philosophia Ex Oraculis","Philosophy from Oracles"
urn:cite:chs:work.tlg2034_tlg013,urn:cts:greekLit:tlg2034.tlg013,"Epistula Ad Anebonem","Letter to Anebo"
urn:cite:chs:work.tlg2034_tlg007,urn:cts:greekLit:tlg2034.tlg007,"In Aristotelis categorias expositio per interrogationem et responsionem","Exposition on Aristotle's Categories by Question and Response"
urn:cite:chs:work.tlg2034_tlg029,urn:cts:greekLit:tlg2034.tlg029,"In Platonis Parmenidem Commentaria (Fragmenta)","Commentary on Plato's 'Parmenides'"
urn:cite:chs:work.tlg2034_tlg006,urn:cts:greekLit:tlg2034.tlg006,"Isagoge Sive Quinque Voces","Introduction, or the Predictables"
urn:cite:chs:work.tlg2034_tlg014,urn:cts:greekLit:tlg2034.tlg014,"Quaestionum Homericarum Ad Iliadem Pertinentium Reliquiae","The Homeric Questions on the Iliad"
urn:cite:chs:work.tlg2034_tlg016,urn:cts:greekLit:tlg2034.tlg016,"Quaestionum Homericarum Ad Odysseam Pertinentium Reliquiae","The Homeric Question on the Odyssey"
urn:cite:chs:work.tlg2034_tlg020,urn:cts:greekLit:tlg2034.tlg020,"Quaestionum Homericarum Liber I (Recensio B)","The Homeric Questions, Book 1"
urn:cite:chs:work.tlg2034_tlg019,urn:cts:greekLit:tlg2034.tlg019,"Quaestionum Homericarum Liber I (Recensio T)","The Homeric Questions, Book 1"
urn:cite:chs:work.tlg2034_tlg017,urn:cts:greekLit:tlg2034.tlg017,"Quaestionum Homericarum Liber I (Recensio V)","The Homeric Questions, Book 1"
urn:cite:chs:work.tlg2034_tlg018,urn:cts:greekLit:tlg2034.tlg018,"Quaestionum Homericarum Liber I (Recensio X)","The Homeric Questions, Book 1"
urn:cite:chs:work.tlg2034_tlg008,urn:cts:greekLit:tlg2034.tlg008,"Sententiae Ad Intelligibilia Ducentes","Aids to the Study of the Intelligibles"
urn:cite:chs:work.tlg2034_tlg001,urn:cts:greekLit:tlg2034.tlg001,"Vita Plotini","Life of Plotinus"
urn:cite:chs:work.tlg2034_tlg002,urn:cts:greekLit:tlg2034.tlg002,"Vita Pythagorae","Life of Pythagoras"
urn:cite:chs:work.tlg2034_tlg015,urn:cts:greekLit:tlg2034.tlg015,"Zetemata Codicis Vaticani","Zetemata/ Various Investigations"
urn:cite:chs:work.tlg2034_tlg021,urn:cts:greekLit:tlg2034.tlg021,"Εἰς τὰ ἁρμονικὰ Πτολεμαίου ὑπόμνημα","Commentary on Ptolemy's 'Harmonics'"
urn:cite:chs:work.tlg2034_tlg012,urn:cts:greekLit:tlg2034.tlg012,"Περὶ ἀγαλμάτων","On Statues"
urn:cite:chs:work.tlg2038_tlg001,urn:cts:greekLit:tlg2038.tlg001,"Acta Thomae","The Acts of Thomas"
urn:cite:chs:work.tlg2038_tlg004,urn:cts:greekLit:tlg2038.tlg004,"Acta Thomae (Recensio)","The Acts of Thomas (Review)"
urn:cite:chs:work.tlg2038_tlg005,urn:cts:greekLit:tlg2038.tlg005,"Actorum Thomae Consummatio","The Conclusion of the Acts of Thomas"
urn:cite:chs:work.tlg2038_tlg002,urn:cts:greekLit:tlg2038.tlg002,"Carmen Animae (De Margarita) (Cod. Rom. Vallicellanus B 35)","Hymn of the Pearl"
urn:cite:chs:work.tlg2038_tlg003,urn:cts:greekLit:tlg2038.tlg003,"Carmen Animae (De Margarita) (Paraphrasis Nicetae)","Hymn of the Pearl"
urn:cite:chs:work.tlg2039_tlg001,urn:cts:greekLit:tlg2039.tlg001,"Arithmeticorum Libri Sex",Arithmetica
urn:cite:chs:work.tlg2039_tlg002,urn:cts:greekLit:tlg2039.tlg002,"De Polygonis Numeris","On Polygonal Numbers"
urn:cite:chs:work.tlg2039_tlg004,urn:cts:greekLit:tlg2039.tlg004,"Fragmentum (E Cod. Paris. 453)",Fragment
urn:cite:chs:work.tlg2039_tlg005,urn:cts:greekLit:tlg2039.tlg005,"Fragmentum (E Cod. Paris. Gr. 2448)",Fragment
urn:cite:chs:work.tlg2042_tlg005,urn:cts:greekLit:tlg2042.tlg005,"Commentarii In Evangelium Joannis (Lib. 1, 2, 4, 5, 6, 10, 13)","Commentary on the Gospel of John (Books 1, 2, 4, 5, 6, 10, 13)"
urn:cite:chs:work.tlg2042_tlg079,urn:cts:greekLit:tlg2042.tlg079,"Commentarii In Evangelium Joannis (Lib. 19, 20, 28, 32)","Commentary on the Gospel of John (Books 19, 20, 28, 32)"
urn:cite:chs:work.tlg2042_tlg039,urn:cts:greekLit:tlg2042.tlg039,"Commentarii In Romanos (Cod. Athon. Laura 184 B64)","Commentary on Romans"
urn:cite:chs:work.tlg2042_tlg038,urn:cts:greekLit:tlg2042.tlg038,"Commentarii in Romanos (III.5–V.7) (P. Cair. 88748 + cod. Vat. gr. 762)","Commentary on Romans"
urn:cite:chs:work.tlg2042_tlg029,urn:cts:greekLit:tlg2042.tlg029,"Commentarium In Evangelium Matthaei (Lib. 10- 11)","Commentary on the Gospel of Matthew"
urn:cite:chs:work.tlg2042_tlg030,urn:cts:greekLit:tlg2042.tlg030,"Commentarium In Evangelium Matthaei (Lib. 12- 17)","Commentary on the Gospel of Matthew"
urn:cite:chs:work.tlg2042_tlg001,urn:cts:greekLit:tlg2042.tlg001,"Contra Celsum","Against Celsus"
urn:cite:chs:work.tlg2042_tlg013,urn:cts:greekLit:tlg2042.tlg013,"De Engastrimytho (= Homilia In I Reg. [I Sam.] 28.3- 25)","On the Witch of Endor"
urn:cite:chs:work.tlg2042_tlg008,urn:cts:greekLit:tlg2042.tlg008,"De Oratione","On Prayer"
urn:cite:chs:work.tlg2042_tlg002,urn:cts:greekLit:tlg2042.tlg002,"De Principiis","On First Principles"
urn:cite:chs:work.tlg2042_tlg018,urn:cts:greekLit:tlg2042.tlg018,"Dialogus Cum Heraclide","Dialogue with Heraclides"
urn:cite:chs:work.tlg2042_tlg045,urn:cts:greekLit:tlg2042.tlg045,"Epistula Ad Africanum","Letter to Africanus"
urn:cite:chs:work.tlg2042_tlg007,urn:cts:greekLit:tlg2042.tlg007,"Exhortatio Ad Martyrium","Exhortation to Martyrdom"
urn:cite:chs:work.tlg2042_tlg044,urn:cts:greekLit:tlg2042.tlg044,"Fragmenta In Psalmos 1- 150","Fragments on Psalms 1-150"
urn:cite:chs:work.tlg2042_tlg027,urn:cts:greekLit:tlg2042.tlg027,"Homiliae In Ezechielem","Homilies on Ezekiel"
urn:cite:chs:work.tlg2042_tlg016,urn:cts:greekLit:tlg2042.tlg016,"Homiliae In Lucam","Homilies on Luke"
urn:cite:chs:work.tlg2042_tlg009,urn:cts:greekLit:tlg2042.tlg009,"In Jeremiam (Homiliae 1- 11)","On Jeremiah (Homilies 1-11)"
urn:cite:chs:work.tlg2042_tlg021,urn:cts:greekLit:tlg2042.tlg021,"In Jeremiam (Homiliae 12- 20)","On Jeremiah (Homilies 12-20)"
urn:cite:chs:work.tlg2042_tlg019,urn:cts:greekLit:tlg2042.tlg019,"Philocalia sive Ecloga de operibus Origenis a Basilio et Gregorio Nazianzeno facta (cap. 1–27)","The Philocalia of Origen : a compilation of selected passages from Origen's works, made by St. Gregory of Nazianzus and St. Basil of Cæsarea (chapters 1-27)"
urn:cite:chs:work.tlg2042_tlg020,urn:cts:greekLit:tlg2042.tlg020,"Philocalia sive Ecloga de operibus Origenis a Basilio et Gregorio Nazianzeno facta (cap. 23, 25–27)","The Philocalia of Origen : a compilation of selected passages from Origen's works, made by St. Gregory of Nazianzus and St. Basil of Cæsarea (chapters 23, 25-27)"
urn:cite:chs:work.tlg2042_tlg042,urn:cts:greekLit:tlg2042.tlg042,"Scholia In Apocalypsem (Scholia 1, 3- 39)","Scholia on the Apocalypse (Scholia 1, 3-39)"
urn:cite:chs:work.tlg2042_tlg043,urn:cts:greekLit:tlg2042.tlg043,"Scholia In Apocalypsem (Scholia 28- 38)","Scholia on the Apocalypse (Scholia 28-38)"
urn:cite:chs:work.tlg2042_tlg078,urn:cts:greekLit:tlg2042.tlg078,"Scholia In Lucam (Fragmenta E Cod. Venet. 28)","Scholia on Luke"
urn:cite:chs:work.tlg2042_tlg077,urn:cts:greekLit:tlg2042.tlg077,"Scholia In Matthaeum","Scholia on Matthew"
urn:cite:chs:work.tlg2042_tlg058,urn:cts:greekLit:tlg2042.tlg058,"Selecta In Psalmos (Fragmenta E Catenis)","Selections on Psalms"
urn:cite:chs:work.tlg2054_tlg001,urn:cts:greekLit:tlg2054.tlg001,"De Musica","On Music"
urn:cite:chs:work.tlg2063_tlg008,urn:cts:greekLit:tlg2063.tlg008,"Ad Tatianum De Anima Per Capita Disputatio","Treatise on the Soul"
urn:cite:chs:work.tlg2063_tlg005,urn:cts:greekLit:tlg2063.tlg005,"Epistula Canonica","Epistula Canonica"
urn:cite:chs:work.tlg2063_tlg016,urn:cts:greekLit:tlg2063.tlg016,"Fragmentum In Job (In Catenis)","Fragment on Job"
urn:cite:chs:work.tlg2063_tlg009,urn:cts:greekLit:tlg2063.tlg009,"In Annuntiationem Sanctae Virginis Mariae (Homiliae 1- 2)","The Annunciation to the Holy Virgin Mary"
urn:cite:chs:work.tlg2063_tlg001,urn:cts:greekLit:tlg2063.tlg001,"In Origenem Oratio Panegyrica","Oratio Panegyrica"
urn:cite:chs:work.tlg2063_tlg006,urn:cts:greekLit:tlg2063.tlg006,"Metaphrasis In Ecclesiasten Salamonis","Paraphrase of Ecclesiastes"
urn:cite:chs:work.tlg2063_tlg010,urn:cts:greekLit:tlg2063.tlg010,"Sermo In Omnes Sanctos","Sermon on All Holy Things"
urn:cite:chs:work.tlg2115_tlg036,urn:cts:greekLit:tlg2115.tlg036,Chronicon,Chronicle
urn:cite:chs:work.tlg2115_tlg030,urn:cts:greekLit:tlg2115.tlg030,"Commentarium In Danielem","Commentary on the Prophet Daniel"
urn:cite:chs:work.tlg2115_tlg032,urn:cts:greekLit:tlg2115.tlg032,"Commentarium In Danielem 1.18","Commentary on the Prophet Daniel 1.18"
urn:cite:chs:work.tlg2115_tlg002,urn:cts:greekLit:tlg2115.tlg002,"Contra Haeresin Noeti","Against Noetus"
urn:cite:chs:work.tlg2115_tlg003,urn:cts:greekLit:tlg2115.tlg003,"De Antichristo","On the Antichrist"
urn:cite:chs:work.tlg2115_tlg033,urn:cts:greekLit:tlg2115.tlg033,"De Benedictionibus Isaaci Et Jacobi","On the Blessings of Issac and Jacob"
urn:cite:chs:work.tlg2115_tlg029,urn:cts:greekLit:tlg2115.tlg029,"De Consummatione Mundi","On the End of the World"
urn:cite:chs:work.tlg2115_tlg048,urn:cts:greekLit:tlg2115.tlg048,"De resurrectione ad Mammaeam imperatricem (cod. Achrid. Mus. nat. 86)","On the Resurrection to the Empress Mamaea"
urn:cite:chs:work.tlg2115_tlg039,urn:cts:greekLit:tlg2115.tlg039,"Demonstratio Adversus Judaeos","Demonstrations Against the Jews"
urn:cite:chs:work.tlg2115_tlg008,urn:cts:greekLit:tlg2115.tlg008,"Ex Interpretatione Ruth","From the Interpretaion of Ruth"
urn:cite:chs:work.tlg2115_tlg004,urn:cts:greekLit:tlg2115.tlg004,"Fragmenta In Genesim","Fragments on Genesis"
urn:cite:chs:work.tlg2115_tlg005,urn:cts:greekLit:tlg2115.tlg005,"Fragmenta In Genesim","Fragments on Genesis"
urn:cite:chs:work.tlg2115_tlg013,urn:cts:greekLit:tlg2115.tlg013,"Fragmenta In Proverbia","Fragments on Proverbs"
urn:cite:chs:work.tlg2115_tlg044,urn:cts:greekLit:tlg2115.tlg044,"Fragmenta In Proverbia (E Cod. Coislin. 193)","Fragments on Proverbs"
urn:cite:chs:work.tlg2115_tlg012,urn:cts:greekLit:tlg2115.tlg012,"Fragmenta In Psalmos","Fragments on Psalms"
urn:cite:chs:work.tlg2115_tlg049,urn:cts:greekLit:tlg2115.tlg049,"In Canticum Canticorum (Paraphrasis)","Commentary on the Song of Songs"
urn:cite:chs:work.tlg2115_tlg016,urn:cts:greekLit:tlg2115.tlg016,"In Ecclesiasten (Fragmentum E Cod. Vat. 1694)","On Ecclesiates"
urn:cite:chs:work.tlg2115_tlg060,urn:cts:greekLit:tlg2115.tlg060,"Refutatio Omnium Haeresium (= Philosophumena)","Refutation of all Heresies"
urn:cite:chs:work.tlg2133_tlg001,urn:cts:greekLit:tlg2133.tlg001,"Isagoga Excerpta","On the Sphere"
urn:cite:chs:work.tlg2178_tlg001,urn:cts:greekLit:tlg2178.tlg001,"Ars Rhetorica",Rhetoric
urn:cite:chs:work.tlg2181_tlg002,urn:cts:greekLit:tlg2181.tlg002,"Εὐποία καὶ εὐτυχία τοῦ κτισαμένου καὶ ἐπιτυχία καμάτου καὶ μακροχρονία βίου (e cod. Paris. B.N. gr. 2327, fol. 268v)",
urn:cite:chs:work.tlg2248_tlg001,urn:cts:greekLit:tlg2248.tlg001,"Acta Xanthippae Et Polyxenae (Sub Auctore Onesimo)","The Acts of Xanthippe and Polyxena (Under the Author Onesimus)"
urn:cite:chs:work.tlg2577_tlg001,urn:cts:greekLit:tlg2577.tlg001,"Περὶ δεκάδος καὶ τῶν ἐντὸς αὐτῆς ἀριθμῶν","On the Numbers Up to Ten"
urn:cite:chs:work.tlg2583_tlg001,urn:cts:greekLit:tlg2583.tlg001,Apotelesmatica,Apotelesmatica
urn:cite:chs:work.tlg2600_tlg001,urn:cts:greekLit:tlg2600.tlg001,"De Forma Et Delectu Equorum","On the Form and Choise of Horses"
urn:cite:chs:work.tlg2679_tlg010,urn:cts:greekLit:tlg2679.tlg010,"Narratio de propheta et sapientissimo rege Salomone (cod. Monasterii sancti Saba 290)","Narrative on the Prophet and Most Wise King Solomon"
urn:cite:chs:work.tlg2679_tlg007,urn:cts:greekLit:tlg2679.tlg007,"Vita Salomonis (Cod. 132 Monasterii Sancti Dionysii In Monte Atho)","The Life of Solomon"
urn:cite:chs:work.tlg2903_tlg001,urn:cts:greekLit:tlg2903.tlg001,"Περὶ ἐπιχειρημάτων",
urn:cite:chs:work.tlg2956_tlg002,urn:cts:greekLit:tlg2956.tlg002,"Cesti (Fragmenta)","Charmed Girdles (Fragments)"
urn:cite:chs:work.tlg2956_tlg004,urn:cts:greekLit:tlg2956.tlg004,"Epistula Ad Aristidem","Letter to Aristides"
urn:cite:chs:work.tlg2956_tlg003,urn:cts:greekLit:tlg2956.tlg003,"Epistula Ad Origenem","Letter to Origen"
urn:cite:chs:work.tlg4086_tlg002,urn:cts:greekLit:tlg4086.tlg002,"Ἀγαθοδαίμων εἰς τὸν χρησμόν· Ὀρφέως συναγωγὴ καὶ ὑπόμνημα (e cod. Paris. B.N. gr. 2327, fol. 262r)",
urn:cite:chs:work.tlg0057_tlg094,urn:cts:greekLit:tlg0057.tlg094,"Adversus Ea Quae A Juliano In Hippocratis Aphorismos Enuntiata Sunt","Against the Opinons of Julian Concerning Hippocrates' Aphorisms"
